,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
1056,snps,synopsys,inc,provides,software,intellectual,property,ip,services,company,supplies,electronic,design,automation,eda,engineers,use,test,integrated,circuits,also,known,chips,offers,products,pre,designed,components,larger,chip,designs,rather,designing,hardware,used,develop,systems,incorporate,runs,technical,support,solutions,help,customers,provider,tools,developers,code,range,industries,including,electronics,financial,energy,industrials,four,categories,core,integrity,manufacturing,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,soho,sotherly,hotels,inc,self,managed,administered,lodging,real,estate,investment,trust,company,focused,acquisition,renovation,upbranding,repositioning,upscale,upper,full,service,southern,united,states,operates,hotel,ownership,segment,conducts,operations,lp,operating,partnership,general,partner,portfolio,consists,approximately,properties,located,eight,aggregate,rooms,square,feet,meeting,space,owned,subsidiaries,operate,hilton,crowne,plaza,doubletree,sheraton,brands,one,independent,day,basis,mhi,services,llc,business,chesapeake,hospitality,,,,,,,,,,,,,,,,,,,,,,,,
1058,sohu,com,ltd,china,based,online,media,search,game,service,company,principally,engaged,provision,products,services,personal,computers,pcs,mobile,devices,mainly,operates,businesses,three,segments,including,segment,sogou,changyou,main,business,brand,advertising,offers,users,matrices,chinese,language,various,content,across,multiple,internet,enabled,phones,tablets,related,well,value,added,ivas,platform,channel,consists,primarily,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,sona,southern,national,bancorp,virginia,inc,bank,holding,company,sonabank,principal,business,acquisition,deposits,general,public,branch,offices,deposit,intermediaries,well,use,fund,loan,investment,portfolios,state,chartered,provides,range,financial,services,individuals,small,medium,sized,businesses,focuses,making,loans,secured,primarily,commercial,real,estate,types,unsecured,various,industries,variety,purposes,serving,market,including,array,mortgage,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,sp,plus,corporation,provider,parking,management,ground,transportation,ancillary,services,commercial,institutional,municipal,clients,united,states,puerto,rico,canada,company,segments,include,region,one,urban,two,airport,three,encompasses,healthcare,facilities,municipalities,including,government,hotels,real,estate,residential,communities,retail,colleges,universities,well,shuttle,valet,taxi,livery,dispatch,major,airports,includes,operating,usa,event,planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,spar,spartan,motors,inc,engineer,manufacturer,heavy,duty,custom,vehicles,marketplace,company,operates,three,segments,emergency,response,delivery,service,specialty,chassis,segment,engineers,manufactures,bodies,aerial,equipment,subsidiary,utilimaster,corporation,consists,operations,manufacture,motor,home,defense,distribute,related,aftermarket,parts,assemblies,markets,products,brands,erv,aeromaster,trademaster,metromaster,utilivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,spex,spherix,incorporated,intellectual,property,company,owns,patented,unpatented,patent,commercialization,focused,generating,revenues,monetization,acquires,holders,order,maximize,value,holdings,conducting,managing,licensing,campaign,activities,generally,include,acquisition,development,patents,internal,external,research,addition,seeks,acquire,existing,rights,already,issued,pending,applications,portfolio,includes,united,states,foreign,wireless,communications,telecommunication,sectors,including,data,optical,voice,technology,antenna,fidelity,wi,fi,base,station,functionality,cellular,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,spke,spark,energy,inc,independent,retail,services,company,provides,residential,commercial,customers,across,united,states,alternative,choice,natural,gas,electricity,operates,two,segments,segment,consists,sales,transportation,distribution,purchases,supply,physical,financial,transactions,market,counterparts,supplies,consumers,pursuant,fixed,price,variable,transmission,approximately,renewable,credits,rces,july,utility,service,territories,district,columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,splk,splunk,inc,engaged,development,marketing,software,solutions,company,offerings,enable,users,collect,index,search,explore,monitor,analyze,data,address,diverse,sets,referred,big,specifically,used,machine,produced,various,application,electronic,devices,organization,contains,definitive,time,stamped,record,activities,transactions,customer,user,security,threats,products,help,roles,including,information,technology,business,professionals,achieve,real,visibility,intelligence,operations,addition,offers,behavioral,analytics,detect,respond,mitigate,advanced,hidden,insider,enterprise,platform,,,,,,,,,,,,,,,,,,,,,,
1065,sppi,spectrum,pharmaceuticals,inc,biopharmaceutical,company,operates,developing,commercializing,oncology,hematology,drug,products,segment,focuses,rolontis,poziotinib,investigated,treatment,chemotherapy,induced,neutropenia,oral,pan,inhibitor,irreversibly,blocks,signaling,epidermal,growth,factor,receptor,egfr,family,tyrosine,kinase,receptors,including,erbb,mutations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,spns,sapiens,international,corporation,n,v,provider,software,solutions,insurance,industry,focus,financial,services,sector,company,operates,segment,portfolio,consists,life,pension,annuity,retirement,including,management,range,products,property,casualty,general,suite,supporting,business,lines,personal,commercial,specialty,well,solution,reinsurance,contracts,decision,technology,based,emerge,include,project,delivery,implementation,technical,consulting,related,program,training,user,acceptance,testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,sprt,support,com,inc,provider,cloud,based,software,services,technology,company,offers,outsourced,service,providers,retailers,internet,things,iot,solution,companies,programs,consumer,small,business,markets,includes,computer,mobile,device,set,security,virus,malware,removal,wireless,network,home,automation,system,offering,nexus,interactions,customers,end,user,products,designed,maintain,optimize,secure,computers,devices,principal,include,protection,superantispyware,personal,pc,smartphone,tablet,maintenance,optimization,cosmos,registry,cleaning,repair,aro,,,,,,,,,,,,,,,,,,,,,,,
1068,spok,holdings,inc,subsidiary,provides,critical,communication,solutions,enterprises,company,engaged,healthcare,communications,provider,paging,services,selected,software,united,states,abroad,limited,basis,europe,canada,australia,asia,middle,east,offers,products,primarily,three,market,segments,government,large,enterprise,subscriptions,one,way,two,messaging,periodic,monthly,quarterly,semi,annual,service,fee,subscriber,selects,coverage,local,regional,nationwide,per,needs,offered,grouped,four,product,categories,contact,center,clinical,alerting,mobile,public,safety,,,,,,,,,,,,,,,,,,,,,
1069,sptn,spartannash,company,multi,regional,grocery,distributor,retailer,core,businesses,include,distributing,products,independent,retailers,select,national,corporate,owned,retail,stores,united,states,military,commissaries,operates,three,segments,food,distribution,segment,provides,range,nationally,branded,private,brand,perishable,service,distributors,contracts,manufacturers,distribute,primarily,exchanges,located,district,columbia,europe,cuba,puerto,rico,bahrain,egypt,december,operated,midwest,great,lakes,regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,spsc,sps,commerce,inc,provider,cloud,based,supply,chain,management,solutions,providing,network,proven,fulfillment,sourcing,item,assortment,along,retail,performance,analytics,company,provides,platform,product,suite,manages,way,suppliers,retailers,distributors,logistics,firms,orchestrate,set,new,vendors,items,products,customers,buy,solution,automation,replaces,augments,organization,existing,trading,partner,electronic,communication,infrastructure,enabling,visibility,journey,order,comply,rule,books,exchange,information,among,various,partners,protocols,community,development,programs,best,practices,,,,,,,,,,,,,,,,,,,,
1071,spro,spero,therapeutics,inc,clinical,stage,biopharmaceutical,company,focused,identifying,developing,commercializing,novel,treatments,mdr,bacterial,infections,portfolio,product,candidates,including,spr,potentiator,platform,oral,formulation,tebipenem,carbapenem,class,antibiotic,effective,broad,spectrum,initial,focus,treatment,cutis,enables,develop,drugs,expand,potency,existing,antibiotics,inactive,gram,negative,bacteria,therapy,candidate,designed,ntm,rare,lung,infection,often,occurring,patients,compromised,immune,systems,hiv,respiratory,conditions,cystic,fibrosis,asthma,bronchiectasis,,,,,,,,,,,,,,,,,,,,,,,
1072,spwr,sunpower,corporation,global,energy,company,delivers,complete,solar,solutions,residential,commercial,power,plant,customers,segments,include,segment,combined,referred,distributed,generation,offers,module,technology,systems,designed,generate,electricity,system,life,years,integrated,smart,software,enable,manage,optimize,cooperation,center,excellence,ccoe,measurement,installation,construction,ongoing,maintenance,monitoring,services,financing,provide,range,options,purchasing,leasing,products,competitive,rates,set,deliver,value,homeowners,dealer,partners,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,sqbg,sequential,brands,group,inc,owns,portfolio,consumer,fashion,home,athletic,lifestyle,categories,company,includes,jessica,simpson,joe,jeans,william,rast,ellen,tracy,revo,avia,licensed,range,product,including,apparel,footwear,eyewear,accessories,goods,licenses,wholesale,direct,retail,licensees,collection,signature,concept,designed,collaboration,offers,various,fragrance,maternity,girls,clothing,line,brand,running,activewear,products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,srcl,stericycle,inc,business,services,provider,company,focuses,regulated,compliance,solutions,healthcare,retail,commercial,businesses,segments,include,domestic,canada,waste,rcs,communication,related,crs,international,medical,disposal,pharmaceutical,hazardous,management,sustainability,expired,unused,inventory,secure,information,destruction,documents,e,media,training,consulting,steri,safe,clinical,programs,regulatory,segment,consists,inbound,outbound,automated,patient,reminders,online,scheduling,notifications,product,retrievals,returns,quality,audits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,srce,st,source,corporation,bank,holding,company,subsidiaries,provides,range,financial,products,services,engaged,commercial,banking,subsidiary,offers,consumer,trust,wealth,advisory,insurance,individual,business,clients,lending,operations,retail,branches,fee,based,businesses,small,agricultural,real,estate,loans,primarily,mainly,located,within,regional,market,area,centers,stsource,com,also,offices,investment,agency,custodial,corporate,profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,srdx,surmodics,inc,provider,medical,device,vitro,diagnostic,technologies,healthcare,industry,company,operates,two,segments,diagnostics,segment,consists,surface,modification,coating,improve,access,deliverability,predictable,deployment,devices,international,cardiology,peripheral,balloon,design,development,manufacturing,well,drug,delivery,provide,site,specific,manufactures,sells,components,immunoassay,molecular,tests,coatings,biomedical,research,life,science,markets,offers,protein,stabilization,reagents,substrates,antigens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,srev,servicesource,international,inc,provider,customer,revenue,lifecycle,solutions,power,enterprise,relationships,partnering,business,technology,enabled,companies,company,operates,two,segments,managed,services,cloud,intelligence,cbi,delivers,service,teams,integral,based,technologies,database,integrating,software,data,provides,clients,insights,end,customers,businesses,management,contract,renewals,process,december,approximately,engagements,across,designed,optimize,recurring,various,models,distribution,including,hardware,saas,industrial,systems,healthcare,life,sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,srpt,sarepta,therapeutics,inc,biopharmaceutical,company,focuses,discovery,development,ribose,nucleic,acid,rna,targeted,treatment,rare,neuromuscular,diseases,operates,discovering,developing,manufacturing,delivering,therapies,patients,duchenne,muscular,dystrophy,dmd,focused,disease,modifying,drug,candidates,received,accelerated,approval,product,exondys,indicated,confirmed,mutation,gene,amenable,exon,skipping,studied,clinical,trials,name,eteplirsen,next,generation,phosphorodiamidate,morpholino,oligomer,pmo,based,compounds,synthetic,bind,complementary,sequences,standard,watson,crick,nucleobase,pairing,chemistries,peptide,conjugated,ppmo,x,pmoplus,,,,,,,,,,,,,,,,,
